if_basket_has,then_also_buys,support,confidence,lift
WHITE HANGING HEART T-LIGHT HOLDER,LOVE BUILDING BLOCK WORD,0.026032385527233283,0.13013168086754454,2.0224077121702555
LOVE BUILDING BLOCK WORD,WHITE HANGING HEART T-LIGHT HOLDER,0.026032385527233283,0.40457555689343766,2.0224077121702555
LUNCH BAG  BLACK SKULL.,JUMBO BAG RED RETROSPOT,0.0223134733090571,0.2483829236739974,2.011216057628786
JUMBO BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL.,0.0223134733090571,0.18067754077791717,2.0112160576287854
WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER LARGE,0.02959634306965213,0.14794732765298219,2.0090017443630104
HEART OF WICKER LARGE,WHITE HANGING HEART T-LIGHT HOLDER,0.02959634306965213,0.40189374013677015,2.00900174436301
WHITE HANGING HEART T-LIGHT HOLDER,HANGING HEART ZINC T-LIGHT HOLDER,0.022817076005268458,0.11405886909372578,1.9894024640442145
HANGING HEART ZINC T-LIGHT HOLDER,WHITE HANGING HEART T-LIGHT HOLDER,0.022817076005268458,0.39797297297297296,1.9894024640442145
WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER SMALL,0.03021616177268149,0.15104570100697134,1.8611425898777845
HEART OF WICKER SMALL,WHITE HANGING HEART T-LIGHT HOLDER,0.03021616177268149,0.3723150357995227,1.8611425898777842
WHITE HANGING HEART T-LIGHT HOLDER,HOME BUILDING BLOCK WORD,0.028782831021926088,0.14388071262587143,1.8441592431600027
HOME BUILDING BLOCK WORD,WHITE HANGING HEART T-LIGHT HOLDER,0.028782831021926088,0.36891757696127114,1.8441592431600025
WHITE HANGING HEART T-LIGHT HOLDER,NATURAL SLATE HEART CHALKBOARD ,0.027310761602231347,0.13652207591014717,1.8156521728719932
NATURAL SLATE HEART CHALKBOARD ,WHITE HANGING HEART T-LIGHT HOLDER,0.027310761602231347,0.3632148377125193,1.8156521728719932
PARTY BUNTING,REGENCY CAKESTAND 3 TIER,0.02444410010072054,0.25099443118536197,1.791310546480214
REGENCY CAKESTAND 3 TIER,PARTY BUNTING,0.02444410010072054,0.1744539673762787,1.791310546480214
VICTORIAN GLASS HANGING T-LIGHT,WHITE HANGING HEART T-LIGHT HOLDER,0.022662121329511117,0.3455404607206143,1.7273008235944882
WHITE HANGING HEART T-LIGHT HOLDER,VICTORIAN GLASS HANGING T-LIGHT,0.022662121329511117,0.1132842757552285,1.7273008235944882
GIN + TONIC DIET METAL SIGN,WHITE HANGING HEART T-LIGHT HOLDER,0.02037653986209034,0.3312342569269522,1.6557864268614144
WHITE HANGING HEART T-LIGHT HOLDER,GIN + TONIC DIET METAL SIGN,0.02037653986209034,0.1018590240123935,1.6557864268614142
STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART T-LIGHT HOLDER,0.028085534981018054,0.32864913871260204,1.6428638394126858
WHITE HANGING HEART T-LIGHT HOLDER,STRAWBERRY CERAMIC TRINKET BOX,0.028085534981018054,0.1403950426026336,1.6428638394126853
WHITE HANGING HEART T-LIGHT HOLDER,60 TEATIME FAIRY CAKE CASES,0.023475633377237157,0.11735089078233926,1.4363660003107188
60 TEATIME FAIRY CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER,0.023475633377237157,0.2873399715504979,1.4363660003107188
WHITE HANGING HEART T-LIGHT HOLDER,ASSORTED COLOUR BIRD ORNAMENT,0.02893778569768343,0.1446553059643687,1.419822079149891
ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HOLDER,0.02893778569768343,0.28403041825095054,1.419822079149891
WHITE HANGING HEART T-LIGHT HOLDER,PARTY BUNTING,0.026497249554505307,0.1324554608830364,1.3600657387568422
PARTY BUNTING,WHITE HANGING HEART T-LIGHT HOLDER,0.026497249554505307,0.2720763723150358,1.3600657387568422
WHITE HANGING HEART T-LIGHT HOLDER,JUMBO STORAGE BAG SUKI,0.023514372046176492,0.11754453911696358,1.3135475033616009
JUMBO STORAGE BAG SUKI,WHITE HANGING HEART T-LIGHT HOLDER,0.023514372046176492,0.26277056277056277,1.3135475033616009
LUNCH BAG  BLACK SKULL.,WHITE HANGING HEART T-LIGHT HOLDER,0.022197257302239096,0.24708926261319536,1.235159222520725
WHITE HANGING HEART T-LIGHT HOLDER,LUNCH BAG  BLACK SKULL.,0.022197257302239096,0.11096049573973664,1.235159222520725
REGENCY CAKESTAND 3 TIER,JUMBO BAG RED RETROSPOT,0.020144107848454326,0.143765551562068,1.1641041242230938
JUMBO BAG RED RETROSPOT,REGENCY CAKESTAND 3 TIER,0.020144107848454326,0.1631116687578419,1.1641041242230938
JUMBO BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER,0.02800805764313938,0.2267879548306148,1.1336762714944792
WHITE HANGING HEART T-LIGHT HOLDER,JUMBO BAG RED RETROSPOT,0.02800805764313938,0.14000774593338497,1.1336762714944792
REGENCY CAKESTAND 3 TIER,WHITE HANGING HEART T-LIGHT HOLDER,0.029635081738591463,0.21150124412496546,1.0572604794426526
WHITE HANGING HEART T-LIGHT HOLDER,REGENCY CAKESTAND 3 TIER,0.029635081738591463,0.1481409759876065,1.0572604794426526
